rank,needs,theme,region,votes,counterparts,perc,check,times_selected
3,Technology relevant to country priorities,Water and the Environment,Asia and the Pacific,16,73,21.9178082191781,100,33
3,Technology relevant to country priorities,Food and Agriculture,Africa,40,184,21.7391304347826,100,76
3,Technology relevant to country priorities,Water and the Environment,Africa,18,83,21.6867469879518,100,43
3,Technology relevant to country priorities,Industrial Applications/Radiation technology,Europe,8,37,21.6216216216216,100,18
3,Technology relevant to country priorities,Water and the Environment,Latin America and the Caribbean,20,93,21.505376344086,100,35
3,Appropriate operational funding,Safety and Security,Latin America and the Caribbean,18,84,21.4285714285714,100,34
3,Equipment properly maintained,Safety and Security,Latin America and the Caribbean,18,84,21.4285714285714,100,44
3,Equipment properly maintained,Health and Nutrition,Latin America and the Caribbean,34,159,21.3836477987421,100,94
3,Equipment properly maintained,Food and Agriculture,Europe,11,52,21.1538461538462,100,32
3,Equipment properly maintained,Food and Agriculture,Asia and the Pacific,31,147,21.0884353741497,100,83
3,Appropriate operational funding,Safety and Security,Africa,40,191,20.9424083769634,100,81
3,Appropriate operational funding,Food and Agriculture,Latin America and the Caribbean,24,116,20.6896551724138,100,60
3,Appropriate operational funding,Industrial Applications/Radiation technology,Asia and the Pacific,16,82,19.5121951219512,100,41
3,Trained staff applying knowledge acquired,Food and Agriculture,Europe,10,52,19.2307692307692,100,38
3,Equipment properly maintained,Energy,Africa,12,63,19.0476190476191,100,22
3,Trained staff applying knowledge acquired,Food and Agriculture,Africa,35,184,19.0217391304348,100,149
3,Trained staff applying knowledge acquired,Industrial Applications/Radiation technology,Europe,7,37,18.9189189189189,100,32
3,Others,Energy,Latin America and the Caribbean,5,27,18.5185185185185,100,5
3,Trained staff applying knowledge acquired,Energy,Latin America and the Caribbean,5,27,18.5185185185185,100,25
3,Appropriate operational funding,Energy,Europe,8,44,18.1818181818182,100,22
3,Trained staff applying knowledge acquired,Health and Nutrition,Latin America and the Caribbean,28,159,17.6100628930818,100,121
3,Trained staff applying knowledge acquired,Health and Nutrition,Europe,19,112,16.9642857142857,100,100
3,Appropriate operational funding,Industrial Applications/Radiation technology,Africa,13,77,16.8831168831169,100,31
3,Trained staff applying knowledge acquired,Food and Agriculture,Asia and the Pacific,24,147,16.3265306122449,100,111
3,Appropriate operational funding,Industrial Applications/Radiation technology,Europe,6,37,16.2162162162162,100,13
3,Appropriate operational funding,Health and Nutrition,Latin America and the Caribbean,25,159,15.7232704402516,100,67
3,Trained staff applying knowledge acquired,Health and Nutrition,Africa,30,199,15.0753768844221,100,154
3,Equipment properly maintained,Food and Agriculture,Latin America and the Caribbean,17,116,14.6551724137931,100,56
3,Technology relevant to country priorities,Water and the Environment,Europe,8,56,14.2857142857143,100,17
3,Trained staff remain in the institution,Energy,Africa,9,63,14.2857142857143,100,53
3,Trained staff applying knowledge acquired,Water and the Environment,Latin America and the Caribbean,13,93,13.9784946236559,100,63
3,Equipment properly maintained,Energy,Asia and the Pacific,4,29,13.7931034482759,100,12
3,Equipment properly maintained,Energy,Europe,6,44,13.6363636363636,100,11
3,Trained staff remain in the institution,Energy,Europe,6,44,13.6363636363636,100,38
3,Trained staff applying knowledge acquired,Safety and Security,Africa,26,191,13.6125654450262,100,156
3,Trained staff applying knowledge acquired,Safety and Security,Europe,22,168,13.0952380952381,100,139
3,Trained staff remain in the institution,Food and Agriculture,Latin America and the Caribbean,15,116,12.9310344827586,100,79
3,Trained staff applying knowledge acquired,Health and Nutrition,Asia and the Pacific,19,150,12.6666666666667,100,128
3,Trained staff remain in the institution,Industrial Applications/Radiation technology,Asia and the Pacific,10,82,12.1951219512195,100,47
3,Trained staff applying knowledge acquired,Water and the Environment,Africa,10,83,12.0481927710843,100,56
3,Trained staff remain in the institution,Water and the Environment,Africa,10,83,12.0481927710843,100,51
3,Trained staff applying knowledge acquired,Industrial Applications/Radiation technology,Africa,9,77,11.6883116883117,100,60
3,Trained staff remain in the institution,Health and Nutrition,Latin America and the Caribbean,18,159,11.3207547169811,100,111
3,Trained staff applying knowledge acquired,Food and Agriculture,Latin America and the Caribbean,13,116,11.2068965517241,100,95
3,Trained staff applying knowledge acquired,Industrial Applications/Radiation technology,Asia and the Pacific,9,82,10.9756097560976,100,65
3,Trained staff remain in the institution,Safety and Security,Latin America and the Caribbean,9,84,10.7142857142857,100,62
3,Trained staff applying knowledge acquired,Safety and Security,Asia and the Pacific,11,103,10.6796116504854,100,84
3,Trained staff remain in the institution,Industrial Applications/Radiation technology,Africa,8,77,10.3896103896104,100,49
3,Trained staff applying knowledge acquired,Industrial Applications/Radiation technology,Latin America and the Caribbean,5,50,10,100,39
3,Trained staff remain in the institution,Safety and Security,Africa,19,191,9.94764397905759,100,140
3,Trained staff applying knowledge acquired,Water and the Environment,Asia and the Pacific,7,73,9.58904109589041,100,57
3,Trained staff remain in the institution,Water and the Environment,Asia and the Pacific,7,73,9.58904109589041,100,38
3,Trained staff applying knowledge acquired,Safety and Security,Latin America and the Caribbean,8,84,9.52380952380952,100,72
3,Trained staff remain in the institution,Health and Nutrition,Europe,10,112,8.92857142857143,100,81
3,Trained staff remain in the institution,Health and Nutrition,Africa,17,199,8.5427135678392,100,121
3,Trained staff remain in the institution,Health and Nutrition,Asia and the Pacific,12,150,8,100,94
3,Trained staff applying knowledge acquired,Energy,Africa,5,63,7.93650793650794,100,52
3,Trained staff remain in the institution,Water and the Environment,Latin America and the Caribbean,7,93,7.52688172043011,100,63
3,Appropriate operational funding,Energy,Latin America and the Caribbean,2,27,7.40740740740741,100,14
3,Others,Energy,Asia and the Pacific,2,29,6.89655172413793,100,2
3,Trained staff remain in the institution,Energy,Asia and the Pacific,2,29,6.89655172413793,100,24
3,Trained staff remain in the institution,Food and Agriculture,Asia and the Pacific,10,147,6.80272108843538,100,83
3,Trained staff remain in the institution,Safety and Security,Asia and the Pacific,7,103,6.79611650485437,100,71
3,Trained staff remain in the institution,Food and Agriculture,Africa,12,184,6.52173913043478,100,106
3,Others,Industrial Applications/Radiation technology,Latin America and the Caribbean,3,50,6,100,6
3,Trained staff remain in the institution,Industrial Applications/Radiation technology,Latin America and the Caribbean,3,50,6,100,33
3,Trained staff remain in the institution,Safety and Security,Europe,10,168,5.95238095238095,100,132
3,Others,Food and Agriculture,Europe,3,52,5.76923076923077,100,3
3,Trained staff remain in the institution,Water and the Environment,Europe,3,56,5.35714285714286,100,40
3,Others,Safety and Security,Asia and the Pacific,5,103,4.85436893203884,100,6
3,Others,Energy,Europe,2,44,4.54545454545455,100,3
3,Others,Health and Nutrition,Latin America and the Caribbean,7,159,4.40251572327044,100,8
3,Others,Food and Agriculture,Latin America and the Caribbean,5,116,4.31034482758621,100,6
3,Others,Water and the Environment,Latin America and the Caribbean,4,93,4.30107526881721,100,5
3,Trained staff remain in the institution,Energy,Latin America and the Caribbean,1,27,3.7037037037037,100,18
3,Others,Safety and Security,Europe,6,168,3.57142857142857,100,9
3,Others,Safety and Security,Latin America and the Caribbean,3,84,3.57142857142857,100,3
3,Trained staff applying knowledge acquired,Energy,Asia and the Pacific,1,29,3.44827586206897,100,25
3,Others,Water and the Environment,Asia and the Pacific,2,73,2.73972602739726,100,2
3,Others,Industrial Applications/Radiation technology,Europe,1,37,2.7027027027027,100,1
3,Trained staff remain in the institution,Industrial Applications/Radiation technology,Europe,1,37,2.7027027027027,100,27
3,Others,Industrial Applications/Radiation technology,Asia and the Pacific,2,82,2.4390243902439,100,2
3,Others,Health and Nutrition,Asia and the Pacific,3,150,2,100,5
3,Others,Health and Nutrition,Europe,2,112,1.78571428571429,100,3
3,Others,Water and the Environment,Europe,1,56,1.78571428571429,100,1
3,Others,Food and Agriculture,Africa,3,184,1.6304347826087,100,6
3,Others,Energy,Africa,1,63,1.58730158730159,100,4
3,Others,Health and Nutrition,Africa,3,199,1.50753768844221,100,5
3,Others,Food and Agriculture,Asia and the Pacific,2,147,1.36054421768707,100,2
3,Others,Industrial Applications/Radiation technology,Africa,1,77,1.2987012987013,100,2
3,Others,Water and the Environment,Africa,1,83,1.20481927710843,100,2
3,Others,Safety and Security,Africa,2,191,1.04712041884817,100,3
