country,theme,foa,outcome,int_outcome,when_outcome,when_int_outcome,achieved_outcome,region,improvement,foa_nlo1_effectiveness,achieved_int_outcome
Croatia,Food and Agriculture,Insect pest control,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,0
Croatia,Food and Agriculture,Insect pest control,New profession recognized,Curricula in new professions,N/A,N/A,0,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,0
Croatia,Food and Agriculture,Insect pest control,Use of data to inform policies,Produce data to inform policies,N/A,N/A,0,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,0
Croatia,Food and Agriculture,Food safety,Adoption of regulatory frameworks,Develop regulatory frameworks,N/A,N/A,0,Europe,Food safety and quality control,Food safety and quality for protection of consumers,0
Croatia,Food and Agriculture,Food safety,Creation of new Institution,Upgraded institutions,N/A,N/A,0,Europe,Food safety and quality control,Food safety and quality for protection of consumers,0
Croatia,Food and Agriculture,Food safety,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,Food safety and quality control,Food safety and quality for protection of consumers,0
Croatia,Food and Agriculture,Food safety,New profession recognized,Curricula in new professions,N/A,N/A,0,Europe,Food safety and quality control,Food safety and quality for protection of consumers,0
Croatia,Food and Agriculture,Food safety,Use of data to inform policies,Produce data to inform policies,N/A,N/A,0,Europe,Food safety and quality control,Food safety and quality for protection of consumers,0
Croatia,Food and Agriculture,Livestock production,Adoption of regulatory frameworks,Develop regulatory frameworks,N/A,N/A,0,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,0
Croatia,Food and Agriculture,Livestock production,Creation of new Institution,Upgraded institutions,N/A,N/A,0,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,0
Croatia,Food and Agriculture,Livestock production,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,0
Croatia,Food and Agriculture,Livestock production,New profession recognized,Curricula in new professions,N/A,N/A,0,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,0
Croatia,Food and Agriculture,Livestock production,Use of data to inform policies,Produce data to inform policies,N/A,N/A,0,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,0
Croatia,Food and Agriculture,Agricultural water and soil management,Adoption of regulatory frameworks,Develop regulatory frameworks,N/A,N/A,0,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,0
Croatia,Food and Agriculture,Agricultural water and soil management,Creation of new Institution,Upgraded institutions,N/A,N/A,0,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,0
Croatia,Food and Agriculture,Agricultural water and soil management,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,0
Croatia,Food and Agriculture,Agricultural water and soil management,New profession recognized,Curricula in new professions,N/A,N/A,0,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,0
Croatia,Food and Agriculture,Agricultural water and soil management,Use of data to inform policies,Produce data to inform policies,N/A,N/A,0,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,0
Croatia,Health and Nutrition,Insect pest control,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Europe,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Croatia,Health and Nutrition,Insect pest control,Creation of new Institution,Upgraded institutions,,,0,Europe,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Croatia,Health and Nutrition,Insect pest control,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Croatia,Health and Nutrition,Insect pest control,New profession recognized,Curricula in new professions,,,0,Europe,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Croatia,Health and Nutrition,Insect pest control,Use of data to inform policies,Produce data to inform policies,,,0,Europe,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Croatia,Health and Nutrition,Nutrition for improved health,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Europe,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Croatia,Health and Nutrition,Nutrition for improved health,Creation of new Institution,Upgraded institutions,,,0,Europe,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Croatia,Health and Nutrition,Nutrition for improved health,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Croatia,Health and Nutrition,Nutrition for improved health,New profession recognized,Curricula in new professions,,,0,Europe,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Croatia,Health and Nutrition,Nutrition for improved health,Use of data to inform policies,Produce data to inform policies,,,0,Europe,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Croatia,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Europe,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Croatia,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Creation of new Institution,Upgraded institutions,,,0,Europe,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Croatia,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Increased used of new technologies,Introduce new technologies,2015-2019,N/A,1,Europe,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Croatia,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,New profession recognized,Curricula in new professions,,,0,Europe,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Croatia,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Use of data to inform policies,Produce data to inform policies,,,0,Europe,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Croatia,Health and Nutrition,Nuclear medicine and diagnostic imaging,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,0
Croatia,Health and Nutrition,Nuclear medicine and diagnostic imaging,Creation of new Institution,Upgraded institutions,,,0,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,0
Croatia,Health and Nutrition,Nuclear medicine and diagnostic imaging,Increased used of new technologies,Introduce new technologies,2015-2019,2015-2019,1,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,1
Croatia,Health and Nutrition,Nuclear medicine and diagnostic imaging,New profession recognized,Curricula in new professions,,,0,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,0
Croatia,Health and Nutrition,Nuclear medicine and diagnostic imaging,Use of data to inform policies,Produce data to inform policies,,,0,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,0
Croatia,Industrial Applications/Radiation technology,Accelerator technology,Adoption of regulatory frameworks,Develop regulatory frameworks,N/A,N/A,0,Europe,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,0
Croatia,Industrial Applications/Radiation technology,Accelerator technology,Creation of new Institution,Upgraded institutions,N/A,N/A,0,Europe,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,0
Croatia,Industrial Applications/Radiation technology,Accelerator technology,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,0
Croatia,Industrial Applications/Radiation technology,Accelerator technology,New profession recognized,Curricula in new professions,N/A,N/A,0,Europe,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,0
Croatia,Industrial Applications/Radiation technology,Accelerator technology,Use of data to inform policies,Produce data to inform policies,N/A,N/A,0,Europe,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",Efficiency productivity quality and safety across industries using nuclear technologies,0
Croatia,Industrial Applications/Radiation technology,Reference products for science and trade,Adoption of regulatory frameworks,Develop regulatory frameworks,N/A,N/A,0,Europe,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,0
Croatia,Industrial Applications/Radiation technology,Reference products for science and trade,Creation of new Institution,Upgraded institutions,N/A,N/A,0,Europe,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,0
Croatia,Industrial Applications/Radiation technology,Reference products for science and trade,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,0
Croatia,Industrial Applications/Radiation technology,Reference products for science and trade,New profession recognized,Curricula in new professions,N/A,N/A,0,Europe,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,0
Croatia,Industrial Applications/Radiation technology,Reference products for science and trade,Use of data to inform policies,Produce data to inform policies,N/A,N/A,0,Europe,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,0
Croatia,Industrial Applications/Radiation technology,Research reactors,Adoption of regulatory frameworks,Develop regulatory frameworks,N/A,N/A,0,Europe,"Safe and effective utilization, operation, and maintenance of research reactors",Safe and effective utilization operation and maintenance of research reactors,0
Croatia,Industrial Applications/Radiation technology,Research reactors,Creation of new Institution,Upgraded institutions,N/A,N/A,0,Europe,"Safe and effective utilization, operation, and maintenance of research reactors",Safe and effective utilization operation and maintenance of research reactors,0
Croatia,Industrial Applications/Radiation technology,Research reactors,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,"Safe and effective utilization, operation, and maintenance of research reactors",Safe and effective utilization operation and maintenance of research reactors,0
Croatia,Industrial Applications/Radiation technology,Research reactors,New profession recognized,Curricula in new professions,N/A,N/A,0,Europe,"Safe and effective utilization, operation, and maintenance of research reactors",Safe and effective utilization operation and maintenance of research reactors,0
Croatia,Industrial Applications/Radiation technology,Research reactors,Use of data to inform policies,Produce data to inform policies,N/A,N/A,0,Europe,"Safe and effective utilization, operation, and maintenance of research reactors",Safe and effective utilization operation and maintenance of research reactors,0
Croatia,Safety and Security,Emergency preparednes and response,Adoption of regulatory frameworks,Develop regulatory frameworks,,N/A,0,Europe,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Croatia,Safety and Security,Emergency preparednes and response,Creation of new Institution,Upgraded institutions,,N/A,0,Europe,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Croatia,Safety and Security,Emergency preparednes and response,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Croatia,Safety and Security,Emergency preparednes and response,New profession recognized,Curricula in new professions,,N/A,0,Europe,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Croatia,Safety and Security,Emergency preparednes and response,Use of data to inform policies,Produce data to inform policies,,N/A,0,Europe,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Croatia,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Adoption of regulatory frameworks,Develop regulatory frameworks,,N/A,0,Europe,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Croatia,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Creation of new Institution,Upgraded institutions,,N/A,0,Europe,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Croatia,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Croatia,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",New profession recognized,Curricula in new professions,,N/A,0,Europe,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Croatia,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Use of data to inform policies,Produce data to inform policies,,N/A,0,Europe,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Croatia,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,Adoption of regulatory frameworks,Develop regulatory frameworks,,N/A,0,Europe,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Croatia,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,Creation of new Institution,Upgraded institutions,,N/A,0,Europe,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Croatia,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Croatia,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,New profession recognized,Curricula in new professions,,,0,Europe,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Croatia,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,Use of data to inform policies,Produce data to inform policies,,N/A,0,Europe,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Croatia,Safety and Security,Safety of nuclear installations,Adoption of regulatory frameworks,Develop regulatory frameworks,,N/A,0,Europe,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Croatia,Safety and Security,Safety of nuclear installations,Creation of new Institution,Upgraded institutions,,N/A,0,Europe,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Croatia,Safety and Security,Safety of nuclear installations,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Croatia,Safety and Security,Safety of nuclear installations,New profession recognized,Curricula in new professions,,N/A,0,Europe,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Croatia,Safety and Security,Safety of nuclear installations,Use of data to inform policies,Produce data to inform policies,,N/A,0,Europe,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Croatia,Safety and Security,Radiation protection of workers and public,Adoption of regulatory frameworks,Develop regulatory frameworks,,N/A,0,Europe,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Croatia,Safety and Security,Radiation protection of workers and public,Creation of new Institution,Upgraded institutions,,N/A,0,Europe,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Croatia,Safety and Security,Radiation protection of workers and public,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Croatia,Safety and Security,Radiation protection of workers and public,New profession recognized,Curricula in new professions,,N/A,0,Europe,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Croatia,Safety and Security,Radiation protection of workers and public,Use of data to inform policies,Produce data to inform policies,,N/A,0,Europe,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Croatia,Safety and Security,Transport safety,Adoption of regulatory frameworks,Develop regulatory frameworks,,N/A,0,Europe,"Safe use, storage and transport, of nuclear and radioactive materials.",Ensure transport safety,0
Croatia,Safety and Security,Transport safety,Creation of new Institution,Upgraded institutions,,N/A,0,Europe,"Safe use, storage and transport, of nuclear and radioactive materials.",Ensure transport safety,0
Croatia,Safety and Security,Transport safety,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,"Safe use, storage and transport, of nuclear and radioactive materials.",Ensure transport safety,0
Croatia,Safety and Security,Transport safety,New profession recognized,Curricula in new professions,,N/A,0,Europe,"Safe use, storage and transport, of nuclear and radioactive materials.",Ensure transport safety,0
Croatia,Safety and Security,Transport safety,Use of data to inform policies,Produce data to inform policies,,N/A,0,Europe,"Safe use, storage and transport, of nuclear and radioactive materials.",Ensure transport safety,0
Croatia,Water and the Environment,"Marine, terrestrial and coastal environments",Adoption of regulatory frameworks,Develop regulatory frameworks,N/A,N/A,0,Europe,"Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",Monitoring and assessment of pollution in land air coastal ecosystems and the oceans including from plastics,0
Croatia,Water and the Environment,"Marine, terrestrial and coastal environments",Creation of new Institution,Upgraded institutions,N/A,N/A,0,Europe,"Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",Monitoring and assessment of pollution in land air coastal ecosystems and the oceans including from plastics,0
Croatia,Water and the Environment,"Marine, terrestrial and coastal environments",Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,"Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",Monitoring and assessment of pollution in land air coastal ecosystems and the oceans including from plastics,0
Croatia,Water and the Environment,"Marine, terrestrial and coastal environments",New profession recognized,Curricula in new professions,N/A,N/A,0,Europe,"Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",Monitoring and assessment of pollution in land air coastal ecosystems and the oceans including from plastics,0
Croatia,Water and the Environment,"Marine, terrestrial and coastal environments",Use of data to inform policies,Produce data to inform policies,N/A,N/A,0,Europe,"Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",Monitoring and assessment of pollution in land air coastal ecosystems and the oceans including from plastics,0
Croatia,Water and the Environment,Water resources management,Adoption of regulatory frameworks,Develop regulatory frameworks,N/A,N/A,0,Europe,Sustainable water resources management,Sustainable land and water management practices for agriculture and freshwater resources,0
Croatia,Water and the Environment,Water resources management,Creation of new Institution,Upgraded institutions,N/A,N/A,0,Europe,Sustainable water resources management,Sustainable land and water management practices for agriculture and freshwater resources,0
Croatia,Water and the Environment,Water resources management,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Europe,Sustainable water resources management,Sustainable land and water management practices for agriculture and freshwater resources,0
Croatia,Water and the Environment,Water resources management,New profession recognized,Curricula in new professions,N/A,N/A,0,Europe,Sustainable water resources management,Sustainable land and water management practices for agriculture and freshwater resources,0
Croatia,Water and the Environment,Water resources management,Use of data to inform policies,Produce data to inform policies,N/A,N/A,0,Europe,Sustainable water resources management,Sustainable land and water management practices for agriculture and freshwater resources,0
Cuba,Food and Agriculture,Crop production,Adoption of regulatory frameworks,Develop regulatory frameworks,< 2000,< 2000,1,Latin America and the Caribbean,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,1
Cuba,Food and Agriculture,Crop production,Creation of new Institution,Upgraded institutions,2005-2009,2005-2009,1,Latin America and the Caribbean,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,1
Cuba,Food and Agriculture,Crop production,Increased used of new technologies,Introduce new technologies,2005-2009,2005-2009,1,Latin America and the Caribbean,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,1
Cuba,Food and Agriculture,Crop production,New profession recognized,Curricula in new professions,< 2000,< 2000,1,Latin America and the Caribbean,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,1
Cuba,Food and Agriculture,Crop production,Use of data to inform policies,Produce data to inform policies,< 2000,< 2000,1,Latin America and the Caribbean,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,1
Cuba,Food and Agriculture,Insect pest control,Adoption of regulatory frameworks,Develop regulatory frameworks,< 2000,< 2000,1,Latin America and the Caribbean,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,1
Cuba,Food and Agriculture,Insect pest control,Creation of new Institution,Upgraded institutions,2020-2023,2020-2023,1,Latin America and the Caribbean,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,1
Cuba,Food and Agriculture,Insect pest control,Increased used of new technologies,Introduce new technologies,2020-2023,2020-2023,1,Latin America and the Caribbean,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,1
Cuba,Food and Agriculture,Insect pest control,New profession recognized,Curricula in new professions,2020-2023,2020-2023,1,Latin America and the Caribbean,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,1
Cuba,Food and Agriculture,Insect pest control,Use of data to inform policies,Produce data to inform policies,2020-2023,2020-2023,1,Latin America and the Caribbean,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,1
Cuba,Food and Agriculture,Food safety,Adoption of regulatory frameworks,Develop regulatory frameworks,< 2000,< 2000,1,Latin America and the Caribbean,Food safety and quality control,Food safety and quality for protection of consumers,1
Cuba,Food and Agriculture,Food safety,Creation of new Institution,Upgraded institutions,< 2000,< 2000,1,Latin America and the Caribbean,Food safety and quality control,Food safety and quality for protection of consumers,1
Cuba,Food and Agriculture,Food safety,Increased used of new technologies,Introduce new technologies,< 2000,< 2000,1,Latin America and the Caribbean,Food safety and quality control,Food safety and quality for protection of consumers,1
Cuba,Food and Agriculture,Food safety,New profession recognized,Curricula in new professions,N/A,N/A,0,Latin America and the Caribbean,Food safety and quality control,Food safety and quality for protection of consumers,0
Cuba,Food and Agriculture,Food safety,Use of data to inform policies,Produce data to inform policies,< 2000,< 2000,1,Latin America and the Caribbean,Food safety and quality control,Food safety and quality for protection of consumers,1
Cuba,Food and Agriculture,Livestock production,Adoption of regulatory frameworks,Develop regulatory frameworks,N/A,N/A,0,Latin America and the Caribbean,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,0
Cuba,Food and Agriculture,Livestock production,Creation of new Institution,Upgraded institutions,N/A,N/A,0,Latin America and the Caribbean,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,0
Cuba,Food and Agriculture,Livestock production,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Latin America and the Caribbean,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,0
Cuba,Food and Agriculture,Livestock production,New profession recognized,Curricula in new professions,N/A,N/A,0,Latin America and the Caribbean,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,0
Cuba,Food and Agriculture,Livestock production,Use of data to inform policies,Produce data to inform policies,N/A,N/A,0,Latin America and the Caribbean,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,0
Cuba,Food and Agriculture,Agricultural water and soil management,Adoption of regulatory frameworks,Develop regulatory frameworks,< 2000,< 2000,1,Latin America and the Caribbean,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,1
Cuba,Food and Agriculture,Agricultural water and soil management,Creation of new Institution,Upgraded institutions,2005-2009,2005-2009,1,Latin America and the Caribbean,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,1
Cuba,Food and Agriculture,Agricultural water and soil management,Increased used of new technologies,Introduce new technologies,2005-2009,2005-2009,1,Latin America and the Caribbean,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,1
Cuba,Food and Agriculture,Agricultural water and soil management,New profession recognized,Curricula in new professions,< 2000,< 2000,1,Latin America and the Caribbean,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,1
Cuba,Food and Agriculture,Agricultural water and soil management,Use of data to inform policies,Produce data to inform policies,< 2000,< 2000,1,Latin America and the Caribbean,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,1
Cuba,Health and Nutrition,Insect pest control,Adoption of regulatory frameworks,Develop regulatory frameworks,N/A,N/A,0,Latin America and the Caribbean,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Cuba,Health and Nutrition,Insect pest control,Creation of new Institution,Upgraded institutions,2010-2014,2010-2014,1,Latin America and the Caribbean,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,1
Cuba,Health and Nutrition,Insect pest control,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Latin America and the Caribbean,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Cuba,Health and Nutrition,Insect pest control,New profession recognized,Curricula in new professions,2020-2023,2020-2023,1,Latin America and the Caribbean,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,1
Cuba,Health and Nutrition,Insect pest control,Use of data to inform policies,Produce data to inform policies,2015-2019,2015-2019,1,Latin America and the Caribbean,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,1
Cuba,Health and Nutrition,Nutrition for improved health,Adoption of regulatory frameworks,Develop regulatory frameworks,N/A,N/A,0,Latin America and the Caribbean,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Cuba,Health and Nutrition,Nutrition for improved health,Creation of new Institution,Upgraded institutions,N/A,N/A,0,Latin America and the Caribbean,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Cuba,Health and Nutrition,Nutrition for improved health,Increased used of new technologies,Introduce new technologies,N/A,N/A,0,Latin America and the Caribbean,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Cuba,Health and Nutrition,Nutrition for improved health,New profession recognized,Curricula in new professions,N/A,N/A,0,Latin America and the Caribbean,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Cuba,Health and Nutrition,Nutrition for improved health,Use of data to inform policies,Produce data to inform policies,N/A,N/A,0,Latin America and the Caribbean,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Cuba,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Adoption of regulatory frameworks,Develop regulatory frameworks,< 2000,N/A,1,Latin America and the Caribbean,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Cuba,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Creation of new Institution,Upgraded institutions,< 2000,2010-2014,1,Latin America and the Caribbean,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,1
